insee;commune;maire;telephone;horaires;url
60001;Abancourt
60002;Abbecourt
60003;Abbeville_Saint_Lucien
60004;Achy
60005;Acy_en_Multien
60006;Les Ageux
60007;Agnetz
60008;Airion
60009;Allonne
60010;Amblainville
60011;Amy
60012;Andeville
60013;Angicourt
60014;Angivillers
60015;Angy
60016;Ansacq
60017;Ansauvillers
60019;Antheuil_Portes
60020;Antilly
60021;Appilly
60022;Apremont
60023;Armancourt
60024;Arsy
60025;Attichy
60026;Auchy_la_Montagne
60027;Auger_Saint_Vincent
60028;Aumont_en_Halatte
60029;Auneuil
60030;Auteuil
60031;Autheuil_en_Valois
60032;Autrêches
60033;Avilly_Saint_Leonard
60034;Avrechy
60035;Avricourt
60036;Avrigny
60037;Baboeuf
60039;Bacouel
60040;Bailleul_le_Soc
60041;Bailleul_sur_Therain
60042;Bailleval
60043;Bailly
60044;Balagny_sur_Therain
60045;Barbery
60046;Bargny
60047;Baron
60048;Baugy
60049;Bazancourt
60050;Bazicourt
60051;Beaudeduit
60052;Beaugies_sous_Bois
60053;Beaulieu_les_Fontaines
60054;Les Hauts Talican
60055;Beaurains_les_Noyon
60056;Beaurepaire
60057;Beauvais
60058;Beauvoir
60059;Behericourt
60060;Belle_eglise
60061;Belloy
60062;Berlancourt
60063;Berneuil_en_Bray
60064;Berneuil_sur_Aisne
60065;Berthecourt
60066;Bethancourt_en_Valois
60067;Bethisy_Saint_Martin
60068;Bethisy_Saint_Pierre
60069;Betz
60070;Bienville
60071;Biermont
60072;Bitry
60073;Blacourt
60074;Blaincourt_les_Precy
60075;Blancfosse
60076;Blargies
60077;Blicourt
60078;Blincourt
60079;Boissy_Fresnoy
60081;Bonlier
60082;Bonneuil_les_Eaux
60083;Bonneuil_en_Valois
60084;Bonnieres
60085;Bonvillers
60086;Boran_sur_Oise
60087;Borest
60088;Bornel
60089;Boubiers
60090;Bouconvillers
60091;Bouillancy
60092;Boullarre
60093;Boulogne_la_Grasse
60094;Boursonne
60095;Boury_en_Vexin
60097;Boutencourt
60098;Bouvresse
60099;Braisnes_sur_Aronde
60100;Brasseuse
60101;Bregy
60102;Brenouille
60103;Bresles
60104;Breteuil
60105;Bretigny
60106;Breuil_le_Sec
60107;Breuil_le_Vert
60108;Briot
60109;Brombos
60110;Broquiers
60111;Broyes
60112;Brunvillers_la_Motte
60113;Bucamps
60114;Buicourt
60115;Bulles
60116;Bury
60117;Bussy
60118;Caisnes
60119;Cambronne_les_Ribecourt
60120;Cambronne_les_Clermont
60121;Campagne
60122;Campeaux
60123;Campremy
60124;Candor
60125;Canly
60126;Cannectancourt
60127;Canny_sur_Matz
60128;Canny_sur_Therain
60129;Carlepont
60130;Catenoy
60131;Catheux
60132;Catigny
60133;Catillon_Fumechon
60134;Cauffry
60135;Cauvigny
60136;Cempuis
60137;Cernoy
60138;Chamant
60139;Chambly
60140;Chambors
60141;Chantilly
60142;La Chapelle_en_Serval
60143;Chaumont_en_Vexin
60144;Chavençon
60145;Chelles
60146;Chepoix
60147;Chevincourt
60148;Chevreville
60149;Chevrieres
60150;Chiry_Ourscamp
60151;Choisy_au_Bac
60152;Choisy_la_Victoire
60153;Choqueuse_les_Benards
60154;Cinqueux
60155;Cires_les_Mello
60156;Clairoix
60157;Clermont
60158;Coivrel
60159;Compiegne
60160;Conchy_les_Pots
60161;Conteville
60162;Corbeil_Cerf
60163;Cormeilles
60164;Le Coudray_Saint_Germer
60165;Le Coudray_sur_Thelle
60166;Coudun
60167;Couloisy
60168;Courcelles_Epayelles
60169;Courcelles_les_Gisors
60170;Courteuil
60171;Courtieux
60172;Coye_la_Forêt
60173;Cramoisy
60174;Crapeaumesnil
60175;Creil
60176;Crepy_en_Valois
60177;Cressonsacq
60178;Crevecoeur_le_Grand
60179;Crevecoeur_le_Petit
60180;Crillon
60181;Crisolles
60182;Le Crocq
60183;Croissy_sur_Celle
60184;Croutoy
60185;Crouy_en_Thelle
60186;Cuignieres
60187;Cuigy_en_Bray
60188;Cuise_la_Motte
60189;Cuts
60190;Cuvergnon
60191;Cuvilly
60192;Cuy
60193;Dameraucourt
60194;Dargies
60195;Delincourt
60196;La Drenne
60197;Dieudonne
60198;Dives
60199;Domeliers
60200;Domfront
60201;Dompierre
60203;Duvy
60204;ecuvilly
60205;elencourt
60206;elincourt_Sainte_Marguerite
60207;emeville
60208;enencourt_Leage
60209;La Corne en Vexin
60210;epineuse
60211;eragny_sur_Epte
60212;Ercuis
60213;Ermenonville
60214;Ernemont_Boutavent
60215;Erquery
60216;Erquinvillers
60217;Escames
60218;Esches
60219;Escles_Saint_Pierre
60220;Espaubourg
60221;Esquennoy
60222;Essuiles
60223;Estrees_Saint_Denis
60224;etavigny
60225;etouy
60226;eve
60227;evricourt
60228;Fay_les_etangs
60229;Le Fayel
60230;Le Fay_Saint_Quentin
60231;Feigneux
60232;Ferrieres
60233;Feuquieres
60234;Fitz_James
60235;Flavacourt
60236;Flavy_le_Meldeux
60237;Flechy
60238;Fleurines
60239;Fleury
60240;Fontaine_Bonneleau
60241;Fontaine_Chaalis
60242;Fontaine_Lavaganne
60243;Fontaine_Saint_Lucien
60244;Fontenay_Torcy
60245;Formerie
60247;Fouilleuse
60248;Fouilloy
60249;Foulangues
60250;Fouquenies
60251;Fouquerolles
60252;Fournival
60253;Francastel
60254;Francieres
60255;Freniches
60256;Montchevreuil
60257;Fresne_Leguillon
60258;Fresnieres
60259;Fresnoy_en_Thelle
60260;Fresnoy_la_Riviere
60261;Fresnoy_le_Luat
60262;Le Frestoy_Vaux
60263;Fretoy_le_Chateau
60264;Frocourt
60265;Froissy
60267;Le Gallet
60268;Gannes
60269;Gaudechart
60270;Genvry
60271;Gerberoy
60272;Gilocourt
60273;Giraumont
60274;Glaignes
60275;Glatigny
60276;Godenvillers
60277;Goincourt
60278;Golancourt
60279;Gondreville
60280;Gourchelles
60281;Gournay_sur_Aronde
60282;Gouvieux
60283;Gouy_les_Groseillers
60284;Grandfresnoy
60285;Grandvillers_aux_Bois
60286;Grandvilliers
60287;Grandrû
60288;Gremevillers
60289;Grez
60290;Guignecourt
60291;Guiscard
60292;Gury
60293;Hadancourt_le_Haut_Clocher
60294;Hainvillers
60295;Halloy
